fen,played_move_uci
1r5r/p2q1pkp/2p2Rp1/4p3/2Q1N3/P7/2P4R/K7 w - - 10 40,c4d3
1r5r/p2q1pkp/2p2Rp1/4p3/4N3/P2Q4/2P4R/K7 b - - 11 40,d7e7
1r5r/p3qpkp/2p2Rp1/4p3/4N3/P2Q4/2P4R/K7 w - - 12 41,h2f2
1r5r/p3qpkp/2p2Rp1/4p3/4N3/P2Q4/2P2R2/K7 b - - 13 41,h8d8
1r1r4/p3qpkp/2p2Rp1/4p3/4N3/P2Q4/2P2R2/K7 w - - 14 42,f6f7
1r1r4/p3qRkp/2p3p1/4p3/4N3/P2Q4/2P2R2/K7 b - - 0 42,e7f7
1r1r4/p4qkp/2p3p1/4p3/4N3/P2Q4/2P2R2/K7 w - - 0 43,f2f7
1r1r4/p4Rkp/2p3p1/4p3/4N3/P2Q4/2P5/K7 b - - 0 43,g7f7
1r1r4/p4k1p/2p3p1/4p3/4N3/P2Q4/2P5/K7 w - - 0 44,d3f3
1r1r4/p4k1p/2p3p1/4p3/4N3/P4Q2/2P5/K7 b - - 1 44,f7g7
1r1r4/p5kp/2p3p1/4p3/4N3/P4Q2/2P5/K7 w - - 2 45,f3f6
1r1r4/p5kp/2p2Qp1/4p3/4N3/P7/2P5/K7 b - - 3 45,g7g8
1r1r2k1/p6p/2p2Qp1/4p3/4N3/P7/2P5/K7 w - - 4 46,e4g5
1r1r2k1/p6p/2p2Qp1/4p1N1/8/P7/2P5/K7 b - - 5 46,d8d7
1r4k1/p2r3p/2p2Qp1/4p1N1/8/P7/2P5/K7 w - - 6 47,f6e6
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c5
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,e7e6
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,d2d4
rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,c5d4
rnbqkbnr/pp1p1ppp/4p3/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,f3d4
rnbqkbnr/pp1p1ppp/4p3/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,a7a6
rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,g2g3
rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/6P1/PPP2P1P/RNBQKB1R b KQkq - 0 5,b7b5
rnbqkbnr/3p1ppp/p3p3/1p6/3NP3/6P1/PPP2P1P/RNBQKB1R w KQkq - 0 6,f1g2
rnbqkbnr/3p1ppp/p3p3/1p6/3NP3/6P1/PPP2PBP/RNBQK2R b KQkq - 1 6,c8b7
rn1qkbnr/1b1p1ppp/p3p3/1p6/3NP3/6P1/PPP2PBP/RNBQK2R w KQkq - 2 7,e1g1
rn1qkbnr/1b1p1ppp/p3p3/1p6/3NP3/6P1/PPP2PBP/RNBQ1RK1 b kq - 3 7,d7d6
rn1qkbnr/1b3ppp/p2pp3/1p6/3NP3/6P1/PPP2PBP/RNBQ1RK1 w kq - 0 8,b1c3
rn1qkbnr/1b3ppp/p2pp3/1p6/3NP3/2N3P1/PPP2PBP/R1BQ1RK1 b kq - 1 8,g8f6
rn1qkb1r/1b3ppp/p2ppn2/1p6/3NP3/2N3P1/PPP2PBP/R1BQ1RK1 w kq - 2 9,f1e1
rn1qkb1r/1b3ppp/p2ppn2/1p6/3NP3/2N3P1/PPP2PBP/R1BQR1K1 b kq - 3 9,b5b4
rn1qkb1r/1b3ppp/p2ppn2/8/1p1NP3/2N3P1/PPP2PBP/R1BQR1K1 w kq - 0 10,c3d5
rn1qkb1r/1b3ppp/p2ppn2/3N4/1p1NP3/6P1/PPP2PBP/R1BQR1K1 b kq - 1 10,e6d5
rn1qkb1r/1b3ppp/p2p1n2/3p4/1p1NP3/6P1/PPP2PBP/R1BQR1K1 w kq - 0 11,e4d5
rn1qkb1r/1b3ppp/p2p1n2/3P4/1p1N4/6P1/PPP2PBP/R1BQR1K1 b kq - 0 11,e8d7
rn1q1b1r/1b1k1ppp/p2p1n2/3P4/1p1N4/6P1/PPP2PBP/R1BQR1K1 w - - 1 12,c1d2
rn1q1b1r/1b1k1ppp/p2p1n2/3P4/1p1N4/6P1/PPPB1PBP/R2QR1K1 b - - 2 12,a6a5
rn1q1b1r/1b1k1ppp/3p1n2/p2P4/1p1N4/6P1/PPPB1PBP/R2QR1K1 w - - 0 13,d2g5
rn1q1b1r/1b1k1ppp/3p1n2/p2P2B1/1p1N4/6P1/PPP2PBP/R2QR1K1 b - - 1 13,h7h6
rn1q1b1r/1b1k1pp1/3p1n1p/p2P2B1/1p1N4/6P1/PPP2PBP/R2QR1K1 w - - 0 14,g5f6
rn1q1b1r/1b1k1pp1/3p1B1p/p2P4/1p1N4/6P1/PPP2PBP/R2QR1K1 b - - 0 14,d8f6
rn3b1r/1b1k1pp1/3p1q1p/p2P4/1p1N4/6P1/PPP2PBP/R2QR1K1 w - - 0 15,d1g4
rn3b1r/1b1k1pp1/3p1q1p/p2P4/1p1N2Q1/6P1/PPP2PBP/R3R1K1 b - - 1 15,d7c7
rn3b1r/1bk2pp1/3p1q1p/p2P4/1p1N2Q1/6P1/PPP2PBP/R3R1K1 w - - 2 16,c2c3
rn3b1r/1bk2pp1/3p1q1p/p2P4/1p1N2Q1/2P3P1/PP3PBP/R3R1K1 b - - 0 16,b4b3
rn3b1r/1bk2pp1/3p1q1p/p2P4/3N2Q1/1pP3P1/PP3PBP/R3R1K1 w - - 0 17,a2b3
rn3b1r/1bk2pp1/3p1q1p/p2P4/3N2Q1/1PP3P1/1P3PBP/R3R1K1 b - - 0 17,g7g6
rn3b1r/1bk2p2/3p1qpp/p2P4/3N2Q1/1PP3P1/1P3PBP/R3R1K1 w - - 0 18,d4b5
rn3b1r/1bk2p2/3p1qpp/pN1P4/6Q1/1PP3P1/1P3PBP/R3R1K1 b - - 1 18,c7b6
rn3b1r/1b3p2/1k1p1qpp/pN1P4/6Q1/1PP3P1/1P3PBP/R3R1K1 w - - 2 19,g4c4
rn3b1r/1b3p2/1k1p1qpp/pN1P4/2Q5/1PP3P1/1P3PBP/R3R1K1 b - - 3 19,f6d8
rn1q1b1r/1b3p2/1k1p2pp/pN1P4/2Q5/1PP3P1/1P3PBP/R3R1K1 w - - 4 20,e1e8
rn1qRb1r/1b3p2/1k1p2pp/pN1P4/2Q5/1PP3P1/1P3PBP/R5K1 b - - 5 20,f8e7
rn1qR2r/1b2bp2/1k1p2pp/pN1P4/2Q5/1PP3P1/1P3PBP/R5K1 w - - 6 21,c4d4
rn1qR2r/1b2bp2/1k1p2pp/pN1P4/3Q4/1PP3P1/1P3PBP/R5K1 b - - 7 21,b6b5
rn1qR2r/1b2bp2/3p2pp/pk1P4/3Q4/1PP3P1/1P3PBP/R5K1 w - - 0 22,g2f1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e2e4
rnbqkbnr/ppp1pppp/8/3p4/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,c1e3
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/4B3/PPP2PPP/RN1QKBNR b KQkq - 1 3,g8f6
rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/4B3/PPP2PPP/RN1QKBNR w KQkq - 2 4,e4e5
rnbqkb1r/ppp2ppp/4pn2/3pP3/3P4/4B3/PPP2PPP/RN1QKBNR b KQkq - 0 4,f6d7
rnbqkb1r/pppn1ppp/4p3/3pP3/3P4/4B3/PPP2PPP/RN1QKBNR w KQkq - 1 5,f2f4
rnbqkb1r/pppn1ppp/4p3/3pP3/3P1P2/4B3/PPP3PP/RN1QKBNR b KQkq - 0 5,c7c5
rnbqkb1r/pp1n1ppp/4p3/2ppP3/3P1P2/4B3/PPP3PP/RN1QKBNR w KQkq - 0 6,c2c3
rnbqkb1r/pp1n1ppp/4p3/2ppP3/3P1P2/2P1B3/PP4PP/RN1QKBNR b KQkq - 0 6,b8c6
r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/2P1B3/PP4PP/RN1QKBNR w KQkq - 1 7,g1f3
r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/2P1BN2/PP4PP/RN1QKB1R b KQkq - 2 7,f7f5
r1bqkb1r/pp1n2pp/2n1p3/2ppPp2/3P1P2/2P1BN2/PP4PP/RN1QKB1R w KQkq f6 0 8,f1d3
r1bqkb1r/pp1n2pp/2n1p3/2ppPp2/3P1P2/2PBBN2/PP4PP/RN1QK2R b KQkq - 1 8,f8e7
r1bqk2r/pp1nb1pp/2n1p3/2ppPp2/3P1P2/2PBBN2/PP4PP/RN1QK2R w KQkq - 2 9,e1g1
r1bqk2r/pp1nb1pp/2n1p3/2ppPp2/3P1P2/2PBBN2/PP4PP/RN1Q1RK1 b kq - 3 9,b7b5
r1bqk2r/p2nb1pp/2n1p3/1pppPp2/3P1P2/2PBBN2/PP4PP/RN1Q1RK1 w kq - 0 10,g1h1
r1bqk2r/p2nb1pp/2n1p3/1pppPp2/3P1P2/2PBBN2/PP4PP/RN1Q1R1K b kq - 1 10,b5b4
r1bqk2r/p2nb1pp/2n1p3/2ppPp2/1p1P1P2/2PBBN2/PP4PP/RN1Q1R1K w kq - 0 11,f1g1
r1bqk2r/p2nb1pp/2n1p3/2ppPp2/1p1P1P2/2PBBN2/PP4PP/RN1Q2RK b kq - 1 11,b4c3
r1bqk2r/p2nb1pp/2n1p3/2ppPp2/3P1P2/2pBBN2/PP4PP/RN1Q2RK w kq - 0 12,b2c3
r1bqk2r/p2nb1pp/2n1p3/2ppPp2/3P1P2/2PBBN2/P5PP/RN1Q2RK b kq - 0 12,g7g6
r1bqk2r/p2nb2p/2n1p1p1/2ppPp2/3P1P2/2PBBN2/P5PP/RN1Q2RK w kq - 0 13,g2g4
r1bqk2r/p2nb2p/2n1p1p1/2ppPp2/3P1PP1/2PBBN2/P6P/RN1Q2RK b kq - 0 13,f5g4
r1bqk2r/p2nb2p/2n1p1p1/2ppP3/3P1Pp1/2PBBN2/P6P/RN1Q2RK w kq - 0 14,g1g4
r1bqk2r/p2nb2p/2n1p1p1/2ppP3/3P1PR1/2PBBN2/P6P/RN1Q3K b kq - 0 14,d8a5
r1b1k2r/p2nb2p/2n1p1p1/q1ppP3/3P1PR1/2PBBN2/P6P/RN1Q3K w kq - 1 15,e3d2
r1b1k2r/p2nb2p/2n1p1p1/q1ppP3/3P1PR1/2PB1N2/P2B3P/RN1Q3K b kq - 2 15,a5b6
r1b1k2r/p2nb2p/1qn1p1p1/2ppP3/3P1PR1/2PB1N2/P2B3P/RN1Q3K w kq - 3 16,b1a3
r1b1k2r/p2nb2p/1qn1p1p1/2ppP3/3P1PR1/N1PB1N2/P2B3P/R2Q3K b kq - 4 16,c5c4
r1b1k2r/p2nb2p/1qn1p1p1/3pP3/2pP1PR1/N1PB1N2/P2B3P/R2Q3K w kq - 0 17,a1b1
r1b1k2r/p2nb2p/1qn1p1p1/3pP3/2pP1PR1/N1PB1N2/P2B3P/1R1Q3K b kq - 1 17,b6a5
r1b1k2r/p2nb2p/2n1p1p1/q2pP3/2pP1PR1/N1PB1N2/P2B3P/1R1Q3K w kq - 2 18,a3c4
r1b1k2r/p2nb2p/2n1p1p1/q2pP3/2NP1PR1/2PB1N2/P2B3P/1R1Q3K b kq - 0 18,d5c4
r1b1k2r/p2nb2p/2n1p1p1/q3P3/2pP1PR1/2PB1N2/P2B3P/1R1Q3K w kq - 0 19,d3e4
r1b1k2r/p2nb2p/2n1p1p1/q3P3/2pPBPR1/2P2N2/P2B3P/1R1Q3K b kq - 1 19,a5c7
r1b1k2r/p1qnb2p/2n1p1p1/4P3/2pPBPR1/2P2N2/P2B3P/1R1Q3K w kq - 2 20,d1a4
r1b1k2r/p1qnb2p/2n1p1p1/4P3/Q1pPBPR1/2P2N2/P2B3P/1R5K b kq - 3 20,d7b8
rnb1k2r/p1q1b2p/2n1p1p1/4P3/Q1pPBPR1/2P2N2/P2B3P/1R5K w kq - 4 21,a4c4
rnb1k2r/p1q1b2p/2n1p1p1/4P3/2QPBPR1/2P2N2/P2B3P/1R5K b kq - 0 21,c8a6
rn2k2r/p1q1b2p/b1n1p1p1/4P3/2QPBPR1/2P2N2/P2B3P/1R5K w kq - 1 22,c4e6
rn2k2r/p1q1b2p/b1n1Q1p1/4P3/3PBPR1/2P2N2/P2B3P/1R5K b kq - 0 22,a6c8
rnb1k2r/p1q1b2p/2n1Q1p1/4P3/3PBPR1/2P2N2/P2B3P/1R5K w kq - 1 23,f4f5
rnb1k2r/p1q1b2p/2n1Q1p1/4PP2/3PB1R1/2P2N2/P2B3P/1R5K b kq - 0 23,c8e6
rn2k2r/p1q1b2p/2n1b1p1/4PP2/3PB1R1/2P2N2/P2B3P/1R5K w kq - 0 24,f5e6
rn2k2r/p1q1b2p/2n1P1p1/4P3/3PB1R1/2P2N2/P2B3P/1R5K b kq - 0 24,e8g8
rn3rk1/p1q1b2p/2n1P1p1/4P3/3PB1R1/2P2N2/P2B3P/1R5K w - - 1 25,e4g6
rn3rk1/p1q1b2p/2n1P1B1/4P3/3P2R1/2P2N2/P2B3P/1R5K b - - 0 25,h7g6
rn3rk1/p1q1b3/2n1P1p1/4P3/3P2R1/2P2N2/P2B3P/1R5K w - - 0 26,g4g6
rn3rk1/p1q1b3/2n1P1R1/4P3/3P4/2P2N2/P2B3P/1R5K b - - 0 26,g8h7
rn3r2/p1q1b2k/2n1P1R1/4P3/3P4/2P2N2/P2B3P/1R5K w - - 1 27,g6h6
rn3r2/p1q1b2k/2n1P2R/4P3/3P4/2P2N2/P2B3P/1R5K b - - 2 27,h7g8
rn3rk1/p1q1b3/2n1P2R/4P3/3P4/2P2N2/P2B3P/1R5K w - - 3 28,b1g1
rn3rk1/p1q1b3/2n1P2R/4P3/3P4/2P2N2/P2B3P/6RK b - - 4 28,e7g5
rn3rk1/p1q5/2n1P2R/4P1b1/3P4/2P2N2/P2B3P/6RK w - - 5 29,g1g5
rn3rk1/p1q5/2n1P2R/4P1R1/3P4/2P2N2/P2B3P/7K b - - 0 29,c7g7
rn3rk1/p5q1/2n1P2R/4P1R1/3P4/2P2N2/P2B3P/7K w - - 1 30,h6g6
rn3rk1/p5q1/2n1P1R1/4P1R1/3P4/2P2N2/P2B3P/7K b - - 2 30,g7g6
rn3rk1/p7/2n1P1q1/4P1R1/3P4/2P2N2/P2B3P/7K w - - 0 31,g5g6
rn3rk1/p7/2n1P1R1/4P3/3P4/2P2N2/P2B3P/7K b - - 0 31,g8h7
rn3r2/p6k/2n1P1R1/4P3/3P4/2P2N2/P2B3P/7K w - - 1 32,g6h6
rn3r2/p6k/2n1P2R/4P3/3P4/2P2N2/P2B3P/7K b - - 2 32,h7g7
rn3r2/p5k1/2n1P2R/4P3/3P4/2P2N2/P2B3P/7K w - - 3 33,f3h4
rn3r2/p5k1/2n1P2R/4P3/3P3N/2P5/P2B3P/7K b - - 4 33,b8a6
r4r2/p5k1/n1n1P2R/4P3/3P3N/2P5/P2B3P/7K w - - 5 34,h6g6
r4r2/p5k1/n1n1P1R1/4P3/3P3N/2P5/P2B3P/7K b - - 6 34,g7h7
r4r2/p6k/n1n1P1R1/4P3/3P3N/2P5/P2B3P/7K w - - 7 35,g6g5
r4r2/p6k/n1n1P3/4P1R1/3P3N/2P5/P2B3P/7K b - - 8 35,f8f1
r7/p6k/n1n1P3/4P1R1/3P3N/2P5/P2B3P/5r1K w - - 9 36,h1g2
r7/p6k/n1n1P3/4P1R1/3P3N/2P5/P2B2KP/5r2 b - - 10 36,f1d1
r7/p6k/n1n1P3/4P1R1/3P3N/2P5/P2B2KP/3r4 w - - 11 37,g5h5
r7/p6k/n1n1P3/4P2R/3P3N/2P5/P2B2KP/3r4 b - - 12 37,h7g7
r7/p5k1/n1n1P3/4P2R/3P3N/2P5/P2B2KP/3r4 w - - 13 38,d2h6
r7/p5k1/n1n1P2B/4P2R/3P3N/2P5/P5KP/3r4 b - - 14 38,g7g8
r5k1/p7/n1n1P2B/4P2R/3P3N/2P5/P5KP/3r4 w - - 15 39,h6f4
r5k1/p7/n1n1P3/4P2R/3P1B1N/2P5/P5KP/3r4 b - - 16 39,a8f8
5rk1/p7/n1n1P3/4P2R/3P1B1N/2P5/P5KP/3r4 w - - 17 40,h5g5
5rk1/p7/n1n1P3/4P1R1/3P1B1N/2P5/P5KP/3r4 b - - 18 40,g8h7
5r2/p6k/n1n1P3/4P1R1/3P1B1N/2P5/P5KP/3r4 w - - 19 41,g5h5
5r2/p6k/n1n1P3/4P2R/3P1B1N/2P5/P5KP/3r4 b - - 20 41,h7g7
5r2/p5k1/n1n1P3/4P2R/3P1B1N/2P5/P5KP/3r4 w - - 21 42,f4h6
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e2e4
rnbqkbnr/ppp1pppp/8/3p4/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,c1e3
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/4B3/PPP2PPP/RN1QKBNR b KQkq - 1 3,f8e7
rnbqk1nr/ppp1bppp/4p3/3p4/3PP3/4B3/PPP2PPP/RN1QKBNR w KQkq - 2 4,e4e5
rnbqk1nr/ppp1bppp/4p3/3pP3/3P4/4B3/PPP2PPP/RN1QKBNR b KQkq - 0 4,c7c5
rnbqk1nr/pp2bppp/4p3/2ppP3/3P4/4B3/PPP2PPP/RN1QKBNR w KQkq - 0 5,c2c3
rnbqk1nr/pp2bppp/4p3/2ppP3/3P4/2P1B3/PP3PPP/RN1QKBNR b KQkq - 0 5,b8c6
r1bqk1nr/pp2bppp/2n1p3/2ppP3/3P4/2P1B3/PP3PPP/RN1QKBNR w KQkq - 1 6,f2f4
r1bqk1nr/pp2bppp/2n1p3/2ppP3/3P1P2/2P1B3/PP4PP/RN1QKBNR b KQkq - 0 6,g8h6
r1bqk2r/pp2bppp/2n1p2n/2ppP3/3P1P2/2P1B3/PP4PP/RN1QKBNR w KQkq - 1 7,e3f2
r1bqk2r/pp2bppp/2n1p2n/2ppP3/3P1P2/2P5/PP3BPP/RN1QKBNR b KQkq - 2 7,d8b6
r1b1k2r/pp2bppp/1qn1p2n/2ppP3/3P1P2/2P5/PP3BPP/RN1QKBNR w KQkq - 3 8,d1c1
r1b1k2r/pp2bppp/1qn1p2n/2ppP3/3P1P2/2P5/PP3BPP/RNQ1KBNR b KQkq - 4 8,c8d7
r3k2r/pp1bbppp/1qn1p2n/2ppP3/3P1P2/2P5/PP3BPP/RNQ1KBNR w KQkq - 5 9,g1f3
r3k2r/pp1bbppp/1qn1p2n/2ppP3/3P1P2/2P2N2/PP3BPP/RNQ1KB1R b KQkq - 6 9,c5d4
r3k2r/pp1bbppp/1qn1p2n/3pP3/3p1P2/2P2N2/PP3BPP/RNQ1KB1R w KQkq - 0 10,c3d4
r3k2r/pp1bbppp/1qn1p2n/3pP3/3P1P2/5N2/PP3BPP/RNQ1KB1R b KQkq - 0 10,h6f5
r3k2r/pp1bbppp/1qn1p3/3pPn2/3P1P2/5N2/PP3BPP/RNQ1KB1R w KQkq - 1 11,c1d2
r3k2r/pp1bbppp/1qn1p3/3pPn2/3P1P2/5N2/PP1Q1BPP/RN2KB1R b KQkq - 2 11,h7h5
r3k2r/pp1bbpp1/1qn1p3/3pPn1p/3P1P2/5N2/PP1Q1BPP/RN2KB1R w KQkq - 0 12,b1c3
r3k2r/pp1bbpp1/1qn1p3/3pPn1p/3P1P2/2N2N2/PP1Q1BPP/R3KB1R b KQkq - 1 12,a8c8
2r1k2r/pp1bbpp1/1qn1p3/3pPn1p/3P1P2/2N2N2/PP1Q1BPP/R3KB1R w KQk - 2 13,f1e2
2r1k2r/pp1bbpp1/1qn1p3/3pPn1p/3P1P2/2N2N2/PP1QBBPP/R3K2R b KQk - 3 13,c6a5
2r1k2r/pp1bbpp1/1q2p3/n2pPn1p/3P1P2/2N2N2/PP1QBBPP/R3K2R w KQk - 4 14,e1g1
2r1k2r/pp1bbpp1/1q2p3/n2pPn1p/3P1P2/2N2N2/PP1QBBPP/R4RK1 b k - 5 14,a5c4
2r1k2r/pp1bbpp1/1q2p3/3pPn1p/2nP1P2/2N2N2/PP1QBBPP/R4RK1 w k - 6 15,e2c4
2r1k2r/pp1bbpp1/1q2p3/3pPn1p/2BP1P2/2N2N2/PP1Q1BPP/R4RK1 b k - 0 15,c8c4
4k2r/pp1bbpp1/1q2p3/3pPn1p/2rP1P2/2N2N2/PP1Q1BPP/R4RK1 w k - 0 16,a1c1
4k2r/pp1bbpp1/1q2p3/3pPn1p/2rP1P2/2N2N2/PP1Q1BPP/2R2RK1 b k - 1 16,e8g8
5rk1/pp1bbpp1/1q2p3/3pPn1p/2rP1P2/2N2N2/PP1Q1BPP/2R2RK1 w - - 2 17,g1h1
5rk1/pp1bbpp1/1q2p3/3pPn1p/2rP1P2/2N2N2/PP1Q1BPP/2R2R1K b - - 3 17,f8c8
2r3k1/pp1bbpp1/1q2p3/3pPn1p/2rP1P2/2N2N2/PP1Q1BPP/2R2R1K w - - 4 18,f1g1
2r3k1/pp1bbpp1/1q2p3/3pPn1p/2rP1P2/2N2N2/PP1Q1BPP/2R3RK b - - 5 18,e7b4
2r3k1/pp1b1pp1/1q2p3/3pPn1p/1brP1P2/2N2N2/PP1Q1BPP/2R3RK w - - 6 19,g2g4
2r3k1/pp1b1pp1/1q2p3/3pPn1p/1brP1PP1/2N2N2/PP1Q1B1P/2R3RK b - - 0 19,h5g4
2r3k1/pp1b1pp1/1q2p3/3pPn2/1brP1Pp1/2N2N2/PP1Q1B1P/2R3RK w - - 0 20,g1g4
2r3k1/pp1b1pp1/1q2p3/3pPn2/1brP1PR1/2N2N2/PP1Q1B1P/2R4K b - - 0 20,b6c6
2r3k1/pp1b1pp1/2q1p3/3pPn2/1brP1PR1/2N2N2/PP1Q1B1P/2R4K w - - 1 21,f2e1
2r3k1/pp1b1pp1/2q1p3/3pPn2/1brP1PR1/2N2N2/PP1Q3P/2R1B2K b - - 2 21,b7b5
2r3k1/p2b1pp1/2q1p3/1p1pPn2/1brP1PR1/2N2N2/PP1Q3P/2R1B2K w - - 0 22,d2g2
2r3k1/p2b1pp1/2q1p3/1p1pPn2/1brP1PR1/2N2N2/PP4QP/2R1B2K b - - 1 22,b4f8
2r2bk1/p2b1pp1/2q1p3/1p1pPn2/2rP1PR1/2N2N2/PP4QP/2R1B2K w - - 2 23,c1d1
2r2bk1/p2b1pp1/2q1p3/1p1pPn2/2rP1PR1/2N2N2/PP4QP/3RB2K b - - 3 23,b5b4
2r2bk1/p2b1pp1/2q1p3/3pPn2/1prP1PR1/2N2N2/PP4QP/3RB2K w - - 0 24,c3e2
2r2bk1/p2b1pp1/2q1p3/3pPn2/1prP1PR1/5N2/PP2N1QP/3RB2K b - - 1 24,c4c2
2r2bk1/p2b1pp1/2q1p3/3pPn2/1p1P1PR1/5N2/PPr1N1QP/3RB2K w - - 2 25,f3h4
2r2bk1/p2b1pp1/2q1p3/3pPn2/1p1P1PRN/8/PPr1N1QP/3RB2K b - - 3 25,f5h4
2r2bk1/p2b1pp1/2q1p3/3pP3/1p1P1PRn/8/PPr1N1QP/3RB2K w - - 0 26,e1h4
2r2bk1/p2b1pp1/2q1p3/3pP3/1p1P1PRB/8/PPr1N1QP/3R3K b - - 0 26,c6c4
2r2bk1/p2b1pp1/4p3/3pP3/1pqP1PRB/8/PPr1N1QP/3R3K w - - 1 27,h4f6
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c5
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,e7e6
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,g2g3
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5NP1/PPPP1P1P/RNBQKB1R b KQkq - 0 3,b7b6
rnbqkbnr/p2p1ppp/1p2p3/2p5/4P3/5NP1/PPPP1P1P/RNBQKB1R w KQkq - 0 4,d2d4
rnbqkbnr/p2p1ppp/1p2p3/2p5/3PP3/5NP1/PPP2P1P/RNBQKB1R b KQkq - 0 4,c8b7
rn1qkbnr/pb1p1ppp/1p2p3/2p5/3PP3/5NP1/PPP2P1P/RNBQKB1R w KQkq - 1 5,f1g2
rn1qkbnr/pb1p1ppp/1p2p3/2p5/3PP3/5NP1/PPP2PBP/RNBQK2R b KQkq - 2 5,b7e4
rn1qkbnr/p2p1ppp/1p2p3/2p5/3Pb3/5NP1/PPP2PBP/RNBQK2R w KQkq - 0 6,b1c3
rn1qkbnr/p2p1ppp/1p2p3/2p5/3Pb3/2N2NP1/PPP2PBP/R1BQK2R b KQkq - 1 6,e4b7
rn1qkbnr/pb1p1ppp/1p2p3/2p5/3P4/2N2NP1/PPP2PBP/R1BQK2R w KQkq - 2 7,e1g1
rn1qkbnr/pb1p1ppp/1p2p3/2p5/3P4/2N2NP1/PPP2PBP/R1BQ1RK1 b kq - 3 7,g8f6
rn1qkb1r/pb1p1ppp/1p2pn2/2p5/3P4/2N2NP1/PPP2PBP/R1BQ1RK1 w kq - 4 8,f1e1
rn1qkb1r/pb1p1ppp/1p2pn2/2p5/3P4/2N2NP1/PPP2PBP/R1BQR1K1 b kq - 5 8,f8e7
rn1qk2r/pb1pbppp/1p2pn2/2p5/3P4/2N2NP1/PPP2PBP/R1BQR1K1 w kq - 6 9,c1f4
rn1qk2r/pb1pbppp/1p2pn2/2p5/3P1B2/2N2NP1/PPP2PBP/R2QR1K1 b kq - 7 9,d7d6
rn1qk2r/pb2bppp/1p1ppn2/2p5/3P1B2/2N2NP1/PPP2PBP/R2QR1K1 w kq - 0 10,d4c5
rn1qk2r/pb2bppp/1p1ppn2/2P5/5B2/2N2NP1/PPP2PBP/R2QR1K1 b kq - 0 10,b6c5
rn1qk2r/pb2bppp/3ppn2/2p5/5B2/2N2NP1/PPP2PBP/R2QR1K1 w kq - 0 11,c3b5
rn1qk2r/pb2bppp/3ppn2/1Np5/5B2/5NP1/PPP2PBP/R2QR1K1 b kq - 1 11,e6e5
