fen,played_move_uci,best_move_uci,best_eval
2r3k1/2n4p/4b1p1/p4p2/P1PpP3/1P1N3P/3R2P1/3RK3 b - - 0 33,f5e4,f5e4,-368
2r3k1/2n4p/4b1p1/p7/P1Ppp3/1P1N3P/3R2P1/3RK3 w - - 0 34,d3c5,d3c5,402
2r3k1/2n4p/4b1p1/p1N5/P1Ppp3/1P5P/3R2P1/3RK3 b - - 1 34,e4e3,c7a6,-409
2r3k1/2n4p/4b1p1/p1N5/P1Pp4/1P2p2P/3R2P1/3RK3 w - - 0 35,c5e6,d2d4,484
2r3k1/2n4p/4N1p1/p7/P1Pp4/1P2p2P/3R2P1/3RK3 b - - 0 35,e3d2,e3d2,374
2r3k1/2n4p/4N1p1/p7/P1Pp4/1P5P/3p2P1/3RK3 w - - 0 36,d1d2,e1d2,-417
2r3k1/2n4p/4N1p1/p7/P1Pp4/1P5P/3R2P1/4K3 b - - 0 36,c7e6,c7e6,453
2r3k1/7p/4n1p1/p7/P1Pp4/1P5P/3R2P1/4K3 w - - 0 37,d2e2,d2e2,-457
2r3k1/7p/4n1p1/p7/P1Pp4/1P5P/4R1P1/4K3 b - - 1 37,g8f7,g8f7,498
2r5/5k1p/4n1p1/p7/P1Pp4/1P5P/4R1P1/4K3 w - - 2 38,e2e5,e1d2,-474
2r5/5k1p/4n1p1/p3R3/P1Pp4/1P5P/6P1/4K3 b - - 3 38,f7e7,c8c5,468
2r5/4k2p/4n1p1/p3R3/P1Pp4/1P5P/6P1/4K3 w - - 4 39,e5d5,e5a5,-153
2r5/4k2p/4n1p1/p2R4/P1Pp4/1P5P/6P1/4K3 b - - 5 39,c8b8,c8c5,539
1r6/4k2p/4n1p1/p2R4/P1Pp4/1P5P/6P1/4K3 w - - 6 40,d5e5,d5a5,-423
1r6/4k2p/4n1p1/p3R3/P1Pp4/1P5P/6P1/4K3 b - - 7 40,b8b3,b8b3,456
8/4k2p/4n1p1/p3R3/P1Pp4/1r5P/6P1/4K3 w - - 0 41,c4c5,e5a5,-430
8/4k2p/4n1p1/p1P1R3/P2p4/1r5P/6P1/4K3 b - - 0 41,b3b1,e7f6,556
8/4k2p/4n1p1/p1P1R3/P2p4/7P/6P1/1r2K3 w - - 1 42,e1d2,e1f2,-512
8/4k2p/4n1p1/p1P1R3/P2p4/7P/3K2P1/1r6 b - - 2 42,b1b2,e7f6,479
8/4k2p/4n1p1/p1P1R3/P2p4/7P/1r1K2P1/8 w - - 3 43,d2d3,d2d3,-511
8/4k2p/4n1p1/p1P1R3/P2p4/3K3P/1r4P1/8 b - - 4 43,b2b3,e7f6,513
8/4k2p/4n1p1/p1P1R3/P2p4/1r1K3P/6P1/8 w - - 5 44,d3e4,d3d2,-540
8/4k2p/4n1p1/p1P1R3/P2pK3/1r5P/6P1/8 b - - 6 44,b3c3,b3e3,821
8/4k2p/4n1p1/p1P1R3/P2pK3/2r4P/6P1/8 w - - 7 45,e4d5,e5e6,-630
8/4k2p/4n1p1/p1PKR3/P2p4/2r4P/6P1/8 b - - 8 45,c3c5,c3c5,824
8/4k2p/4n1p1/p1rKR3/P2p4/7P/6P1/8 w - - 0 46,d5e4,d5e4,-829
8/4k2p/4n1p1/p1r1R3/P2pK3/7P/6P1/8 b - - 1 46,c5e5,c5e5,841
8/4k2p/4n1p1/p3r3/P2pK3/7P/6P1/8 w - - 0 47,e4e5,e4e5,-841
8/4k2p/4n1p1/p3K3/P2p4/7P/6P1/8 b - - 0 47,d4d3,d4d3,846
8/4k2p/4n1p1/p3K3/P7/3p3P/6P1/8 w - - 0 48,e5e4,e5e4,-850
8/4k2p/4n1p1/p7/P3K3/3p3P/6P1/8 b - - 1 48,d3d2,d3d2,858
8/4k2p/4n1p1/p7/P3K3/7P/3p2P1/8 w - - 0 49,e4d3,e4e3,-852
8/4k2p/4n1p1/p7/P7/3K3P/3p2P1/8 b - - 1 49,d2d1q,d2d1q,888
8/4k2p/4n1p1/p7/P7/3K3P/6P1/3q4 w - - 0 50,d3e3,d3c3,-898
8/4k2p/4n1p1/p7/P7/4K2P/6P1/3q4 b - - 1 50,d1a4,d1e1,887
8/4k2p/4n1p1/p7/q7/4K2P/6P1/8 w - - 0 51,e3f2,e3f2,-850
8/4k2p/4n1p1/p7/q7/7P/5KP1/8 b - - 1 51,a4b4,a4d4,867
8/4k2p/4n1p1/p7/1q6/7P/5KP1/8 w - - 2 52,f2f3,f2f1,-858
8/4k2p/4n1p1/p7/1q6/5K1P/6P1/8 b - - 3 52,a5a4,e7d7,899
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,e2e4,37
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,c7c6,g8f6,-26
rnbqkbnr/pp1ppppp/2p5/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,e2e4,63
rnbqkbnr/pp1ppppp/2p5/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,d7d5,d7d5,-32
rnbqkbnr/pp2pppp/2p5/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,g2g3,c2c4,28
rnbqkbnr/pp2pppp/2p5/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,g7g6,g7g6,-15
rnbqkbnr/pp2pp1p/2p3p1/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 4,f1g2,f1g2,27
rnbqkbnr/pp2pp1p/2p3p1/3p4/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq - 1 4,f8g7,f8g7,-43
rnbqk1nr/pp2ppbp/2p3p1/3p4/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 2 5,e1g1,a2a4,50
rnbqk1nr/pp2ppbp/2p3p1/3p4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b kq - 3 5,g8f6,g8f6,-28
rnbqk2r/pp2ppbp/2p2np1/3p4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 w kq - 4 6,b1c3,a2a4,27
rnbqk2r/pp2ppbp/2p2np1/3p4/3P4/2N2NP1/PPP1PPBP/R1BQ1RK1 b kq - 5 6,e8g8,e8g8,8
rnbq1rk1/pp2ppbp/2p2np1/3p4/3P4/2N2NP1/PPP1PPBP/R1BQ1RK1 w - - 6 7,e2e4,f1e1,0
rnbq1rk1/pp2ppbp/2p2np1/3p4/3PP3/2N2NP1/PPP2PBP/R1BQ1RK1 b - - 0 7,f6e4,f6e4,101
rnbq1rk1/pp2ppbp/2p3p1/3p4/3Pn3/2N2NP1/PPP2PBP/R1BQ1RK1 w - - 0 8,c3e4,c3e4,-87
rnbq1rk1/pp2ppbp/2p3p1/3p4/3PN3/5NP1/PPP2PBP/R1BQ1RK1 b - - 0 8,d5e4,d5e4,90
rnbq1rk1/pp2ppbp/2p3p1/8/3Pp3/5NP1/PPP2PBP/R1BQ1RK1 w - - 0 9,f3d2,f3d2,-94
rnbq1rk1/pp2ppbp/2p3p1/8/3Pp3/6P1/PPPN1PBP/R1BQ1RK1 b - - 1 9,d8d4,d8d4,70
rnb2rk1/pp2ppbp/2p3p1/8/3qp3/6P1/PPPN1PBP/R1BQ1RK1 w - - 0 10,c2c3,c2c3,-82
rnb2rk1/pp2ppbp/2p3p1/8/3qp3/2P3P1/PP1N1PBP/R1BQ1RK1 b - - 0 10,d4d3,d4d8,73
rnb2rk1/pp2ppbp/2p3p1/8/4p3/2Pq2P1/PP1N1PBP/R1BQ1RK1 w - - 1 11,d2e4,d2e4,-69
rnb2rk1/pp2ppbp/2p3p1/8/4N3/2Pq2P1/PP3PBP/R1BQ1RK1 b - - 0 11,d3d1,d3d1,79
rnb2rk1/pp2ppbp/2p3p1/8/4N3/2P3P1/PP3PBP/R1Bq1RK1 w - - 0 12,f1d1,f1d1,-79
rnb2rk1/pp2ppbp/2p3p1/8/4N3/2P3P1/PP3PBP/R1BR2K1 b - - 0 12,c8f5,b8d7,77
rn3rk1/pp2ppbp/2p3p1/5b2/4N3/2P3P1/PP3PBP/R1BR2K1 w - - 1 13,c1g5,a2a4,-36
rn3rk1/pp2ppbp/2p3p1/5bB1/4N3/2P3P1/PP3PBP/R2R2K1 b - - 2 13,f5e4,f7f6,52
rn3rk1/pp2ppbp/2p3p1/6B1/4b3/2P3P1/PP3PBP/R2R2K1 w - - 0 14,g2e4,g2e4,13
rn3rk1/pp2ppbp/2p3p1/6B1/4B3/2P3P1/PP3P1P/R2R2K1 b - - 0 14,e7e6,f8e8,2
rn3rk1/pp3pbp/2p1p1p1/6B1/4B3/2P3P1/PP3P1P/R2R2K1 w - - 0 15,g5e7,d1d2,23
rn3rk1/pp2Bpbp/2p1p1p1/8/4B3/2P3P1/PP3P1P/R2R2K1 b - - 1 15,f8e8,f8e8,10
rn2r1k1/pp2Bpbp/2p1p1p1/8/4B3/2P3P1/PP3P1P/R2R2K1 w - - 2 16,e7a3,e7g5,-8
rn2r1k1/pp3pbp/2p1p1p1/8/4B3/B1P3P1/PP3P1P/R2R2K1 b - - 3 16,b8a6,g7f8,116
r3r1k1/pp3pbp/n1p1p1p1/8/4B3/B1P3P1/PP3P1P/R2R2K1 w - - 4 17,d1d7,d1d7,39
r3r1k1/pp1R1pbp/n1p1p1p1/8/4B3/B1P3P1/PP3P1P/R5K1 b - - 5 17,a8b8,g7f8,-17
1r2r1k1/pp1R1pbp/n1p1p1p1/8/4B3/B1P3P1/PP3P1P/R5K1 w - - 6 18,a1d1,a1d1,52
1r2r1k1/pp1R1pbp/n1p1p1p1/8/4B3/B1P3P1/PP3P1P/3R2K1 b - - 7 18,g7f8,g7f8,-78
1r2rbk1/pp1R1p1p/n1p1p1p1/8/4B3/B1P3P1/PP3P1P/3R2K1 w - - 8 19,a3d6,b2b4,96
1r2rbk1/pp1R1p1p/n1pBp1p1/8/4B3/2P3P1/PP3P1P/3R2K1 b - - 9 19,f8d6,f8d6,142
1r2r1k1/pp1R1p1p/n1pbp1p1/8/4B3/2P3P1/PP3P1P/3R2K1 w - - 0 20,d1d6,d7d6,-150
1r2r1k1/pp1R1p1p/n1pRp1p1/8/4B3/2P3P1/PP3P1P/6K1 b - - 0 20,a6c5,a6c5,392
1r2r1k1/pp1R1p1p/2pRp1p1/2n5/4B3/2P3P1/PP3P1P/6K1 w - - 1 21,d7c7,d7c7,-383
1r2r1k1/ppR2p1p/2pRp1p1/2n5/4B3/2P3P1/PP3P1P/6K1 b - - 2 21,c5e4,c5e4,443
1r2r1k1/ppR2p1p/2pRp1p1/8/4n3/2P3P1/PP3P1P/6K1 w - - 0 22,d6d7,d6d7,-420
1r2r1k1/ppRR1p1p/2p1p1p1/8/4n3/2P3P1/PP3P1P/6K1 b - - 1 22,e4f6,e8c8,427
1r2r1k1/ppRR1p1p/2p1pnp1/8/8/2P3P1/PP3P1P/6K1 w - - 2 23,d7f7,d7f7,-211
1r2r1k1/ppR2R1p/2p1pnp1/8/8/2P3P1/PP3P1P/6K1 b - - 0 23,f6h5,e8f8,241
1r2r1k1/ppR2R1p/2p1p1p1/7n/8/2P3P1/PP3P1P/6K1 w - - 1 24,g3g4,g3g4,91
1r2r1k1/ppR2R1p/2p1p1p1/7n/6P1/2P5/PP3P1P/6K1 b - - 0 24,e8f8,e8c8,-119
1r3rk1/ppR2R1p/2p1p1p1/7n/6P1/2P5/PP3P1P/6K1 w - - 1 25,f7f8,f7h7,193
1r3Rk1/ppR4p/2p1p1p1/7n/6P1/2P5/PP3P1P/6K1 b - - 0 25,b8f8,b8f8,-15
5rk1/ppR4p/2p1p1p1/7n/6P1/2P5/PP3P1P/6K1 w - - 0 26,g4h5,g4h5,16
5rk1/ppR4p/2p1p1p1/7P/8/2P5/PP3P1P/6K1 b - - 0 26,f8f7,f8f7,-11
6k1/ppR2r1p/2p1p1p1/7P/8/2P5/PP3P1P/6K1 w - - 1 27,c7b7,c7c8,28
6k1/pR3r1p/2p1p1p1/7P/8/2P5/PP3P1P/6K1 b - - 0 27,f7b7,f7b7,537
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,e2e4,33
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,f7f5,d7d5,-24
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,b1c3,c2c4,43
rnbqkbnr/ppppp1pp/8/5p2/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,g8f6,d7d5,-43
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 2 3,c1g5,c1g5,64
rnbqkb1r/ppppp1pp/5n2/5pB1/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 3 3,e7e6,d7d5,-65
rnbqkb1r/pppp2pp/4pn2/5pB1/3P4/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,e2e4,e2e4,109
rnbqkb1r/pppp2pp/4pn2/5pB1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq - 0 4,f5e4,f5e4,-86
rnbqkb1r/pppp2pp/4pn2/6B1/3Pp3/2N5/PPP2PPP/R2QKBNR w KQkq - 0 5,c3e4,c3e4,107
rnbqkb1r/pppp2pp/4pn2/6B1/3PN3/8/PPP2PPP/R2QKBNR b KQkq - 0 5,f8e7,f8e7,-86
rnbqk2r/ppppb1pp/4pn2/6B1/3PN3/8/PPP2PPP/R2QKBNR w KQkq - 1 6,g5f6,g5f6,84
rnbqk2r/ppppb1pp/4pB2/8/3PN3/8/PPP2PPP/R2QKBNR b KQkq - 0 6,e7f6,e7f6,-69
rnbqk2r/pppp2pp/4pb2/8/3PN3/8/PPP2PPP/R2QKBNR w KQkq - 0 7,g1f3,g1f3,77
rnbqk2r/pppp2pp/4pb2/8/3PN3/5N2/PPP2PPP/R2QKB1R b KQkq - 1 7,b7b6,e8g8,-82
rnbqk2r/p1pp2pp/1p2pb2/8/3PN3/5N2/PPP2PPP/R2QKB1R w KQkq - 0 8,f1d3,c2c3,72
rnbqk2r/p1pp2pp/1p2pb2/8/3PN3/3B1N2/PPP2PPP/R2QK2R b KQkq - 1 8,c8b7,c8b7,-81
rn1qk2r/pbpp2pp/1p2pb2/8/3PN3/3B1N2/PPP2PPP/R2QK2R w KQkq - 2 9,d1e2,c2c3,79
rn1qk2r/pbpp2pp/1p2pb2/8/3PN3/3B1N2/PPP1QPPP/R3K2R b KQkq - 3 9,b8c6,b8c6,-77
r2qk2r/pbpp2pp/1pn1pb2/8/3PN3/3B1N2/PPP1QPPP/R3K2R w KQkq - 4 10,e1c1,c2c3,69
r2qk2r/pbpp2pp/1pn1pb2/8/3PN3/3B1N2/PPP1QPPP/2KR3R b kq - 5 10,d8e7,d8e7,-29
r3k2r/pbppq1pp/1pn1pb2/8/3PN3/3B1N2/PPP1QPPP/2KR3R w kq - 6 11,h2h4,e4f6,49
r3k2r/pbppq1pp/1pn1pb2/8/3PN2P/3B1N2/PPP1QPP1/2KR3R b kq - 0 11,e8c8,c6b4,30
2kr3r/pbppq1pp/1pn1pb2/8/3PN2P/3B1N2/PPP1QPP1/2KR3R w - - 1 12,d3b5,c2c3,8
2kr3r/pbppq1pp/1pn1pb2/1B6/3PN2P/5N2/PPP1QPP1/2KR3R b - - 2 12,c8b8,g7g6,-9
1k1r3r/pbppq1pp/1pn1pb2/1B6/3PN2P/5N2/PPP1QPP1/2KR3R w - - 3 13,c1b1,c1b1,10
1k1r3r/pbppq1pp/1pn1pb2/1B6/3PN2P/5N2/PPP1QPP1/1K1R3R b - - 4 13,h8f8,h7h6,-3
1k1r1r2/pbppq1pp/1pn1pb2/1B6/3PN2P/5N2/PPP1QPP1/1K1R3R w - - 5 14,g2g4,a2a3,-2
1k1r1r2/pbppq1pp/1pn1pb2/1B6/3PN1PP/5N2/PPP1QP2/1K1R3R b - - 0 14,g7g6,g7g6,60
1k1r1r2/pbppq2p/1pn1pbp1/1B6/3PN1PP/5N2/PPP1QP2/1K1R3R w - - 0 15,e4f6,h4h5,-42
1k1r1r2/pbppq2p/1pn1pNp1/1B6/3P2PP/5N2/PPP1QP2/1K1R3R b - - 0 15,f8f6,e7f6,93
1k1r4/pbppq2p/1pn1prp1/1B6/3P2PP/5N2/PPP1QP2/1K1R3R w - - 0 16,b5c6,h1f1,-125
1k1r4/pbppq2p/1pB1prp1/8/3P2PP/5N2/PPP1QP2/1K1R3R b - - 0 16,b7c6,b7c6,158
1k1r4/p1ppq2p/1pb1prp1/8/3P2PP/5N2/PPP1QP2/1K1R3R w - - 0 17,h1h3,d4d5,-136
1k1r4/p1ppq2p/1pb1prp1/8/3P2PP/5N1R/PPP1QP2/1K1R4 b - - 1 17,d8f8,d8f8,198
1k3r2/p1ppq2p/1pb1prp1/8/3P2PP/5N1R/PPP1QP2/1K1R4 w - - 2 18,f3e5,d4d5,-218
1k3r2/p1ppq2p/1pb1prp1/4N3/3P2PP/7R/PPP1QP2/1K1R4 b - - 3 18,f6f2,f6f2,199
1k3r2/p1ppq2p/1pb1p1p1/4N3/3P2PP/7R/PPP1Qr2/1K1R4 w - - 0 19,e2e3,e2c4,-186
1k3r2/p1ppq2p/1pb1p1p1/4N3/3P2PP/4Q2R/PPP2r2/1K1R4 b - - 1 19,f2f1,f2f1,253
1k3r2/p1ppq2p/1pb1p1p1/4N3/3P2PP/4Q2R/PPP5/1K1R1r2 w - - 2 20,h3h1,b1c1,-284
1k3r2/p1ppq2p/1pb1p1p1/4N3/3P2PP/4Q3/PPP5/1K1R1r1R b - - 3 20,c6h1,c6h1,459
1k3r2/p1ppq2p/1p2p1p1/4N3/3P2PP/4Q3/PPP5/1K1R1r1b w - - 0 21,e3e2,d1e1,-535
1k3r2/p1ppq2p/1p2p1p1/4N3/3P2PP/8/PPP1Q3/1K1R1r1b b - - 1 21,h1g2,f1d1,584
1k3r2/p1ppq2p/1p2p1p1/4N3/3P2PP/8/PPP1Q1b1/1K1R1r2 w - - 2 22,a2a4,a2a4,-467
1k3r2/p1ppq2p/1p2p1p1/4N3/P2P2PP/8/1PP1Q1b1/1K1R1r2 b - - 0 22,f1d1,f1d1,526
1k3r2/p1ppq2p/1p2p1p1/4N3/P2P2PP/8/1PP1Q1b1/1K1r4 w - - 0 23,e2d1,b1a2,-614
1k3r2/p1ppq2p/1p2p1p1/4N3/P2P2PP/8/1PP3b1/1K1Q4 b - - 0 23,f8f1,f8f1,680
1k6/p1ppq2p/1p2p1p1/4N3/P2P2PP/8/1PP3b1/1K1Q1r2 w - - 1 24,d1f1,d1f1,-675
1k6/p1ppq2p/1p2p1p1/4N3/P2P2PP/8/1PP3b1/1K3Q2 b - - 0 24,g2f1,g2f1,691
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,e2e4,39
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5,d7d5,-27
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,c2c4,27
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,d5c4,e7e6,-25
rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,e2e4,e2e4,68
rnbqkbnr/ppp1pppp/8/8/2pPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,g8f6,e7e5,-40
rnbqkb1r/ppp1pppp/5n2/8/2pPP3/8/PP3PPP/RNBQKBNR w KQkq - 1 4,e4e5,e4e5,48
rnbqkb1r/ppp1pppp/5n2/4P3/2pP4/8/PP3PPP/RNBQKBNR b KQkq - 0 4,f6d5,f6d5,-55
rnbqkb1r/ppp1pppp/8/3nP3/2pP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,f1c4,f1c4,67
rnbqkb1r/ppp1pppp/8/3nP3/2BP4/8/PP3PPP/RNBQK1NR b KQkq - 0 5,d5b6,b8c6,-65
rnbqkb1r/ppp1pppp/1n6/4P3/2BP4/8/PP3PPP/RNBQK1NR w KQkq - 1 6,c4d3,c4d3,60
rnbqkb1r/ppp1pppp/1n6/4P3/3P4/3B4/PP3PPP/RNBQK1NR b KQkq - 2 6,e7e6,b8c6,-50
rnbqkb1r/ppp2ppp/1n2p3/4P3/3P4/3B4/PP3PPP/RNBQK1NR w KQkq - 0 7,b1c3,g1f3,138
rnbqkb1r/ppp2ppp/1n2p3/4P3/3P4/2NB4/PP3PPP/R1BQK1NR b KQkq - 1 7,b8c6,c7c5,-94
r1bqkb1r/ppp2ppp/1nn1p3/4P3/3P4/2NB4/PP3PPP/R1BQK1NR w KQkq - 2 8,g1f3,g1e2,94
r1bqkb1r/ppp2ppp/1nn1p3/4P3/3P4/2NB1N2/PP3PPP/R1BQK2R b KQkq - 3 8,f8b4,c6b4,-64
r1bqk2r/ppp2ppp/1nn1p3/4P3/1b1P4/2NB1N2/PP3PPP/R1BQK2R w KQkq - 4 9,e1g1,e1g1,130
r1bqk2r/ppp2ppp/1nn1p3/4P3/1b1P4/2NB1N2/PP3PPP/R1BQ1RK1 b kq - 5 9,h7h6,h7h6,-137
r1bqk2r/ppp2pp1/1nn1p2p/4P3/1b1P4/2NB1N2/PP3PPP/R1BQ1RK1 w kq - 0 10,c3e4,a2a3,136
r1bqk2r/ppp2pp1/1nn1p2p/4P3/1b1PN3/3B1N2/PP3PPP/R1BQ1RK1 b kq - 1 10,b4e7,b4f8,-137
r1bqk2r/ppp1bpp1/1nn1p2p/4P3/3PN3/3B1N2/PP3PPP/R1BQ1RK1 w kq - 2 11,e4g3,a2a3,152
r1bqk2r/ppp1bpp1/1nn1p2p/4P3/3P4/3B1NN1/PP3PPP/R1BQ1RK1 b kq - 3 11,e8g8,c6b4,-113
r1bq1rk1/ppp1bpp1/1nn1p2p/4P3/3P4/3B1NN1/PP3PPP/R1BQ1RK1 w - - 4 12,g3h5,d3b1,288
r1bq1rk1/ppp1bpp1/1nn1p2p/4P2N/3P4/3B1N2/PP3PPP/R1BQ1RK1 b - - 5 12,d8d5,d8e8,-209
r1b2rk1/ppp1bpp1/1nn1p2p/3qP2N/3P4/3B1N2/PP3PPP/R1BQ1RK1 w - - 6 13,c1h6,h5f4,236
r1b2rk1/ppp1bpp1/1nn1p2B/3qP2N/3P4/3B1N2/PP3PPP/R2Q1RK1 b - - 0 13,g7h6,g7h6,-304
r1b2rk1/ppp1bp2/1nn1p2p/3qP2N/3P4/3B1N2/PP3PPP/R2Q1RK1 w - - 0 14,d1d2,d1c1,339
r1b2rk1/ppp1bp2/1nn1p2p/3qP2N/3P4/3B1N2/PP1Q1PPP/R4RK1 b - - 1 14,f7f5,f7f5,-297
r1b2rk1/ppp1b3/1nn1p2p/3qPp1N/3P4/3B1N2/PP1Q1PPP/R4RK1 w - f6 0 15,d2h6,d2h6,301
r1b2rk1/ppp1b3/1nn1p2Q/3qPp1N/3P4/3B1N2/PP3PPP/R4RK1 b - - 0 15,f8f7,f8f7,-342
r1b3k1/ppp1br2/1nn1p2Q/3qPp1N/3P4/3B1N2/PP3PPP/R4RK1 w - - 1 16,f3g5,f1e1,326
r1b3k1/ppp1br2/1nn1p2Q/3qPpNN/3P4/3B4/PP3PPP/R4RK1 b - - 2 16,e7g5,e7g5,-249
r1b3k1/ppp2r2/1nn1p2Q/3qPpbN/3P4/3B4/PP3PPP/R4RK1 w - - 0 17,h6g5,h6g5,215
r1b3k1/ppp2r2/1nn1p3/3qPpQN/3P4/3B4/PP3PPP/R4RK1 b - - 0 17,g8f8,g8f8,-225
r1b2k2/ppp2r2/1nn1p3/3qPpQN/3P4/3B4/PP3PPP/R4RK1 w - - 1 18,h5f6,a1d1,246
r1b2k2/ppp2r2/1nn1pN2/3qPpQ1/3P4/3B4/PP3PPP/R4RK1 b - - 2 18,f7g7,f7g7,125
r1b2k2/ppp3r1/1nn1pN2/3qPpQ1/3P4/3B4/PP3PPP/R4RK1 w - - 3 19,g5h6,g5g7,-139
r1b2k2/ppp3r1/1nn1pN1Q/3qPp2/3P4/3B4/PP3PPP/R4RK1 b - - 4 19,d5g2,d5g2,99999
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,e2e4,44
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,g8f6,d7d5,-24
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,c2c4,c2c4,23
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,e7e6,e7e6,-22
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,c1g5,g1f3,25
rnbqkb1r/pppp1ppp/4pn2/6B1/2PP4/8/PP2PPPP/RN1QKBNR b KQkq - 1 3,c7c5,h7h6,2
rnbqkb1r/pp1p1ppp/4pn2/2p3B1/2PP4/8/PP2PPPP/RN1QKBNR w KQkq - 0 4,e2e3,d4d5,27
rnbqkb1r/pp1p1ppp/4pn2/2p3B1/2PP4/4P3/PP3PPP/RN1QKBNR b KQkq - 0 4,d8a5,c5d4,17
rnb1kb1r/pp1p1ppp/4pn2/q1p3B1/2PP4/4P3/PP3PPP/RN1QKBNR w KQkq - 1 5,b1c3,d1d2,-26
rnb1kb1r/pp1p1ppp/4pn2/q1p3B1/2PP4/2N1P3/PP3PPP/R2QKBNR b KQkq - 2 5,f6e4,f6e4,209
rnb1kb1r/pp1p1ppp/4p3/q1p3B1/2PPn3/2N1P3/PP3PPP/R2QKBNR w KQkq - 3 6,f2f4,d1d3,-88
rnb1kb1r/pp1p1ppp/4p3/q1p3B1/2PPnP2/2N1P3/PP4PP/R2QKBNR b KQkq - 0 6,c5d4,e4c3,198
rnb1kb1r/pp1p1ppp/4p3/q5B1/2PpnP2/2N1P3/PP4PP/R2QKBNR w KQkq - 0 7,d1d4,d1d4,-165
rnb1kb1r/pp1p1ppp/4p3/q5B1/2PQnP2/2N1P3/PP4PP/R3KBNR b KQkq - 0 7,e4g5,e4g5,160
rnb1kb1r/pp1p1ppp/4p3/q5n1/2PQ1P2/2N1P3/PP4PP/R3KBNR w KQkq - 0 8,f4g5,f4g5,-194
rnb1kb1r/pp1p1ppp/4p3/q5P1/2PQ4/2N1P3/PP4PP/R3KBNR b KQkq - 0 8,a5g5,a5g5,177
rnb1kb1r/pp1p1ppp/4p3/6q1/2PQ4/2N1P3/PP4PP/R3KBNR w KQkq - 0 9,g1f3,g1f3,-170
rnb1kb1r/pp1p1ppp/4p3/6q1/2PQ4/2N1PN2/PP4PP/R3KB1R b KQkq - 1 9,g5a5,g5h6,188
rnb1kb1r/pp1p1ppp/4p3/q7/2PQ4/2N1PN2/PP4PP/R3KB1R w KQkq - 2 10,f1d3,f1d3,-118
rnb1kb1r/pp1p1ppp/4p3/q7/2PQ4/2NBPN2/PP4PP/R3K2R b KQkq - 3 10,b8c6,b8c6,116
r1b1kb1r/pp1p1ppp/2n1p3/q7/2PQ4/2NBPN2/PP4PP/R3K2R w KQkq - 4 11,d4h4,d4f4,-131
r1b1kb1r/pp1p1ppp/2n1p3/q7/2P4Q/2NBPN2/PP4PP/R3K2R b KQkq - 5 11,f8e7,f8e7,185
r1b1k2r/pp1pbppp/2n1p3/q7/2P4Q/2NBPN2/PP4PP/R3K2R w KQkq - 6 12,h4g3,h4f4,-179
