Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,AN,avg_elo
 Bullet tournament ,gnejs,lovlas,1-0,2016.07.21,22:22:59,2848,2592,6.0,-5.0,A04,Zukertort Opening: Pirc Invitation,30+0,Normal,1. Nf3 { [%eval 0.16] } 1... d6 { [%eval 0.41] } 2. c4 { [%eval 0.28] } 2... e5 { [%eval 0.24] } 3. d4 { [%eval 0.19] } 3... exd4 { [%eval 0.18] } 4. Nxd4 { [%eval 0.37] } 4... Nf6 { [%eval 0.31] } 5. Nc3 { [%eval 0.37] } 5... Be7 { [%eval 0.35] } 6. g3 { [%eval 0.37] } 6... O-O { [%eval 0.48] } 7. Bg2 { [%eval 0.48] } 7... c6 { [%eval 0.5] } 8. O-O { [%eval 0.59] } 8... Qc7 { [%eval 0.53] } 9. e4 { [%eval 0.61] } 9... Nbd7 { [%eval 0.73] } 10. Nf5 { [%eval 0.65] } 10... Re8 { [%eval 0.97] } 11. Nxe7+ { [%eval 1.0] } 11... Rxe7 { [%eval 0.96] } 12. Bf4 { [%eval 0.98] } 12... Ne5 { [%eval 0.95] } 13. b3 { [%eval 0.87] } 13... Be6 { [%eval 1.32] } 14. h3 { [%eval 1.06] } 14... Rd8 { [%eval 1.0] } 15. g4 { [%eval 0.98] } 15... Ree8 { [%eval 1.04] } 16. g5?! { [%eval 0.53] } 16... Nfd7 { [%eval 0.65] } 17. Bg3 { [%eval 0.74] } 17... Nc5 { [%eval 1.2] } 18. f4 { [%eval 1.02] } 18... Ned3 { [%eval 0.88] } 19. f5 { [%eval 0.72] } 19... Bc8 { [%eval 0.64] } 20. Kh2 { [%eval 0.51] } 20... Ne5 { [%eval 0.47] } 21. b4?! { [%eval -0.12] } 21... Na6 { [%eval 0.28] } 22. a3 { [%eval 0.34] } 22... b6?! { [%eval 1.1] } 23. Qh5 { [%eval 1.26] } 23... g6?! { [%eval 1.84] } 24. Qh6 { [%eval 2.05] } 24... Rf8?? { [%eval #3] } 25. f6 { [%eval #2] } 1-0,2720.0
 Bullet tournament ,gnejs,chickencrossroad,0-1,2016.07.21,22:32:45,2851,2621,-28.0,22.0,A04,Zukertort Opening: Kingside Fianchetto,30+0,Normal,1. Nf3 { [%eval 0.18] } 1... g6 { [%eval 0.64] } 2. c4 { [%eval 0.25] } 2... c5 { [%eval 0.25] } 3. h4 { [%eval 0.0] } 3... Nf6 { [%eval -0.03] } 4. h5 { [%eval -0.49] } 4... Nxh5 { [%eval -0.62] } 5. Nc3 { [%eval -0.6] } 5... Nf6 { [%eval -0.48] } 6. d4 { [%eval -0.55] } 6... cxd4 { [%eval -0.44] } 7. Nxd4 { [%eval -0.55] } 7... Nc6 { [%eval -0.6] } 8. e4 { [%eval -0.59] } 8... Bg7 { [%eval -0.45] } 9. Be3 { [%eval -0.57] } 9... O-O { [%eval -0.54] } 10. Be2 { [%eval -0.54] } 10... d6 { [%eval -0.49] } 11. Qd2 { [%eval -0.53] } 11... Nxd4 { [%eval -0.27] } 12. Bxd4 { [%eval -0.23] } 12... Be6 { [%eval -0.22] } 13. Rc1 { [%eval -0.43] } 13... Rc8 { [%eval -0.38] } 14. b3 { [%eval -0.37] } 14... Qa5 { [%eval -0.34] } 15. f3 { [%eval -0.37] } 15... Nd7?? { [%eval 5.49] } 16. Bxg7 { [%eval 5.44] } 16... f6 { [%eval 5.35] } 17. Qh6 { [%eval 5.39] } 17... Kf7 { [%eval 5.34] } 18. Qxh7?! { [%eval 4.72] } 18... Ke8?? { [%eval 8.68] } 19. Bxf8 { [%eval 8.57] } 19... Nxf8 { [%eval 8.27] } 20. Qh6? { [%eval 6.26] } 20... b5?? { [%eval 9.34] } 21. Qd2? { [%eval 6.58] } 21... bxc4 { [%eval 6.43] } 22. Bxc4 { [%eval 6.5] } 22... Bxc4 { [%eval 6.56] } 23. bxc4?! { [%eval 5.87] } 23... Rxc4 { [%eval 6.0] } 24. O-O?! { [%eval 5.03] } 24... Ne6 { [%eval 4.9] } 25. Nd5?? { [%eval -1.01] } 25... Qxd2 { [%eval -0.94] } 26. Rxc4 { [%eval -1.13] } 26... Qxa2?! { [%eval -0.62] } 27. Nc7+? { [%eval -2.4] } 27... Nxc7?! { [%eval -1.53] } 28. Rxc7 { [%eval -1.57] } 28... a5 { [%eval -1.37] } 29. Rc8+ { [%eval -1.51] } 29... Kd7 { [%eval -1.34] } 30. Rcc1 { [%eval -1.43] } 30... a4 { [%eval -1.01] } 31. Ra1 { [%eval -1.17] } 31... Qb3 { [%eval -1.04] } 32. Kh1 { [%eval -1.18] } 32... a3?! { [%eval -0.6] } 33. Rfb1 { [%eval -0.75] } 33... Qc3 { [%eval -0.79] } 34. Rb7+? { [%eval -2.0] } 34... Ke6 { [%eval -2.1] } 35. Rbb1 { [%eval -1.98] } 35... f5 { [%eval -2.05] } 36. Rc1 { [%eval -2.51] } 36... Qd4? { [%eval -0.84] } 37. exf5+ { [%eval -0.63] } 37... gxf5 { [%eval -0.65] } 38. Rd1? { [%eval -2.41] } 38... Qh4+? { [%eval -1.13] } 39. Kg1 { [%eval -1.31] } 39... Qb4 { [%eval -1.15] } 40. Re1+? { [%eval -2.93] } 40... Kf6 { [%eval -2.93] } 41. Reb1 { [%eval -2.93] } 41... Qc3? { [%eval -1.55] } 42. Rf1? { [%eval -2.93] } 42... Qd4+ { [%eval -2.93] } 43. Rf2?? { [%eval #-15] } 43... Qb2?? { [%eval 4.62] } 44. Kh2?? { [%eval #-39] } 44... Qxf2?! { [%eval -12.82] } 45. Rxa3 { [%eval -10.22] } 45... Qb2 { [%eval -9.65] } 46. Ra4 { [%eval -10.87] } 46... Qe5+ { [%eval -9.62] } 47. Kh3 { [%eval -16.13] } 47... f4 { [%eval -10.5] } 48. Re4?! { [%eval #-1] } 48... d5?! { [%eval -49.18] } 49. Kh2?! { [%eval #-7] } 49... dxe4 { [%eval #-6] } 50. fxe4 { [%eval #-5] } 50... Qxe4?! { [%eval #-5] } 51. Kh3 { [%eval #-5] } 51... Kg5 { [%eval #-4] } 52. g3 { [%eval #-1] } 52... Qe3?! { [%eval #-3] } 53. Kg2 { [%eval #-3] } 53... Qxg3+?! { [%eval #-4] } 54. Kf1 { [%eval #-4] } 54... Qh2 { [%eval #-3] } 55. Ke1 { [%eval #-3] } 55... f3 { [%eval #-2] } 56. Kd1 { [%eval #-2] } 56... Qb2 { [%eval #-1] } 57. Ke1 { [%eval #-1] } 57... Qe2# 0-1,2736.0
 Bullet tournament ,CrushKing,gnejs,0-1,2016.07.21,22:43:48,2486,2816,-4.0,4.0,A10,English Opening: Anglo-Scandinavian Defense,30+0,Normal,1. c4 d5 2. Nc3 dxc4 3. g3 Bd7 4. Bg2 Bc6 5. Nf3 e5 6. O-O Bd6 7. d3 cxd3 8. exd3 Nf6 9. Re1 O-O 10. Nxe5 Bxg2 11. Kxg2 Bxe5 12. Rxe5 Nc6 13. Re1 Qd7 14. Be3 h6 15. d4 Ne7 16. Qd2 Kh7 17. Rad1 Ned5 18. Qd3+ g6 19. Ne4 Nxe4 20. Qxe4 Rae8 21. Qd3 c6 22. Bd2 f5 23. Bc3 Nf6 24. a3 Qd5+ 25. f3 Re4 26. fxe4 fxe4 27. Qe3 Ng4 28. Qe2 e3+ 29. Kg1 Nf2 30. Rf1 Qh1# 0-1,2651.0
 Bullet tournament ,rondep,gnejs,0-1,2016.07.21,22:58:00,2468,2834,-3.0,4.0,D00,"Queen's Pawn Opening: Veresov Attack, Irish Gambit",30+0,Normal,1. Nc3 { [%eval -0.06] } 1... d5 { [%eval 0.0] } 2. d4 { [%eval 0.01] } 2... c5 { [%eval 0.05] } 3. Nf3 { [%eval -0.06] } 3... cxd4 { [%eval 0.41] } 4. Nxd4?! { [%eval -0.35] } 4... e5 { [%eval -0.17] } 5. Nf3 { [%eval -0.65] } 5... d4 { [%eval -0.63] } 6. Ne4 { [%eval -0.93] } 6... Nc6?! { [%eval -0.28] } 7. e3 { [%eval -0.38] } 7... f5 { [%eval -0.48] } 8. Ng3 { [%eval -0.53] } 8... Bb4+ { [%eval -0.28] } 9. Bd2 { [%eval -0.12] } 9... Bxd2+ { [%eval -0.14] } 10. Qxd2 { [%eval -0.13] } 10... dxe3 { [%eval -0.07] } 11. Qxd8+ { [%eval -0.14] } 11... Kxd8 { [%eval -0.07] } 12. fxe3 { [%eval -0.08] } 12... e4 { [%eval -0.12] } 13. O-O-O+ { [%eval -0.05] } 13... Ke7 { [%eval -0.08] } 14. Nd4 { [%eval -0.12] } 14... Nxd4 { [%eval -0.1] } 15. exd4?! { [%eval -0.84] } 15... Nf6 { [%eval -0.77] } 16. Bc4 { [%eval -0.81] } 16... f4? { [%eval 1.23] } 17. Ne2? { [%eval -0.81] } 17... Bf5? { [%eval 1.02] } 18. Nxf4 { [%eval 1.0] } 18... Rhc8 { [%eval 1.34] } 19. Bb3 { [%eval 1.26] } 19... a5 { [%eval 1.73] } 20. a4 { [%eval 1.29] } 20... b5 { [%eval 1.22] } 21. axb5 { [%eval 0.96] } 21... a4?! { [%eval 1.89] } 22. Ba2?! { [%eval 1.29] } 22... e3? { [%eval 2.7] } 23. Nd3?! { [%eval 2.19] } 23... a3 { [%eval 2.25] } 24. b4? { [%eval 0.18] } 24... Rc3 { [%eval 0.37] } 25. Rde1?! { [%eval -0.62] } 25... Ng4 { [%eval -0.24] } 26. Kd1?? { [%eval -6.59] } 26... Bxd3? { [%eval -3.99] } 27. cxd3 { [%eval -3.84] } 27... Rac8 { [%eval -3.58] } 28. Ke2? { [%eval -5.96] } 28... Rf8 { [%eval -4.82] } 29. Bb1?? { [%eval #-2] } 29... Rf2+ { [%eval #-1] } 30. Kd1 { [%eval #-1] } 30... Rb3?! { [%eval #-12] } 31. Rxe3+ { [%eval #-4] } 31... Nxe3+ { [%eval #-3] } 32. Ke1 { [%eval #-3] } 32... Rbb2 { [%eval #-2] } 33. d5 { [%eval #-1] } 33... Rbe2# 0-1,2651.0
 Blitz ,RacingChess74,jitanu76,1-0,2016.07.22,11:37:54,2555,2784,17.0,-18.0,B15,Caro-Kann Defense: Tartakower Variation,180+1,Normal,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. c3 Bd6 7. Bd3 O-O 8. Qc2 Re8+ 9. Ne2 g6 10. h4 Be6 11. h5 f5 12. Be3 Nd7 13. c4 Nf6 14. hxg6 fxg6 15. Bg5 Qa5+ 16. Kf1 Ne4 17. Be3 Bf7 18. g4 Bb4 19. gxf5 gxf5 20. Rg1+ Kh8 21. d5 Nd2+ 22. Qxd2 1-0,2669.5
 Blitz ,jitanu76,RacingChess74,1/2-1/2,2016.07.22,11:43:16,2766,2572,-6.0,5.0,A70,"Benoni Defense: Classical Variation, New York Variation",180+1,Normal,1. d4 { [%eval 0.15] } 1... Nf6 { [%eval 0.22] } 2. c4 { [%eval 0.15] } 2... c5?! { [%eval 0.65] } 3. d5 { [%eval 0.43] } 3... e6 { [%eval 0.62] } 4. Nc3 { [%eval 0.55] } 4... exd5 { [%eval 0.63] } 5. cxd5 { [%eval 0.55] } 5... d6 { [%eval 0.55] } 6. e4 { [%eval 0.51] } 6... g6 { [%eval 0.56] } 7. Nf3 { [%eval 0.52] } 7... Bg7 { [%eval 0.62] } 8. h3 { [%eval 0.56] } 8... a6 { [%eval 0.6] } 9. a4 { [%eval 0.63] } 9... Nbd7 { [%eval 0.73] } 10. Bd3 { [%eval 0.55] } 10... Nh5 { [%eval 0.86] } 11. O-O { [%eval 0.37] } 11... Ne5 { [%eval 0.4] } 12. Be2 { [%eval 0.26] } 12... Nxf3+ { [%eval 0.59] } 13. Bxf3 { [%eval 0.53] } 13... Qh4 { [%eval 0.72] } 14. Bxh5 { [%eval 0.29] } 14... gxh5 { [%eval 0.34] } 15. Ra3 { [%eval 0.17] } 15... Rg8 { [%eval 0.36] } 16. Qf3?! { [%eval -0.57] } 16... Be5?! { [%eval 0.41] } 17. Ne2 { [%eval 0.24] } 17... Bg4 { [%eval 0.26] } 18. Qd3 { [%eval 0.24] } 18... c4 { [%eval 0.2] } 19. Qxc4 { [%eval 0.29] } 19... Bxh3 { [%eval 0.29] } 20. Rg3 { [%eval 0.38] } 20... Bxg3 { [%eval 0.28] } 21. fxg3 { [%eval 0.21] } 21... Rxg3 { [%eval 0.41] } 22. Nxg3 { [%eval 0.44] } 22... Qxg3 { [%eval 0.19] } 23. Rf2 { [%eval 0.48] } 23... Rc8 { [%eval 0.55] } 24. Qf1 { [%eval 0.3] } 24... Bd7 { [%eval 0.62] } 25. Rxf7?! { [%eval 0.0] } 25... Rxc1 { [%eval 0.0] } 26. Rf8+ { [%eval 0.0] } 26... Ke7 { [%eval 0.0] } 27. Rf7+ { [%eval 0.0] } 27... Ke8 { [%eval 0.0] } 28. Rf8+ { [%eval 0.0] } 28... Ke7 { [%eval 0.0] } 29. Rf7+ { [%eval 0.0] } 29... Ke8 { [%eval 0.0] } 1/2-1/2,2669.0
 Blitz ,RacingChess74,jitanu76,1-0,2016.07.22,11:49:45,2577,2760,17.0,-17.0,C11,French Defense: Burn Variation,180+1,Normal,1. e4 { [%eval 0.15] } 1... e6 { [%eval 0.22] } 2. d4 { [%eval 0.21] } 2... d5 { [%eval 0.21] } 3. Nc3 { [%eval 0.15] } 3... Nf6 { [%eval 0.18] } 4. Bg5 { [%eval 0.1] } 4... dxe4 { [%eval 0.29] } 5. Bxf6?! { [%eval -0.25] } 5... gxf6 { [%eval -0.22] } 6. Nxe4 { [%eval -0.27] } 6... f5 { [%eval -0.22] } 7. Ng3 { [%eval -0.18] } 7... c5 { [%eval -0.07] } 8. dxc5 { [%eval -0.33] } 8... Qxd1+ { [%eval -0.23] } 9. Rxd1 { [%eval -0.29] } 9... Bxc5 { [%eval -0.27] } 10. Nf3 { [%eval -0.2] } 10... Ke7 { [%eval 0.19] } 11. Bc4 { [%eval -0.04] } 11... b6?! { [%eval 0.93] } 12. Nxf5+ { [%eval 0.93] } 12... exf5 { [%eval 0.91] } 13. Bd5 { [%eval 0.92] } 13... Nc6 { [%eval 0.95] } 14. Bxc6 { [%eval 1.0] } 14... Rb8 { [%eval 0.98] } 15. O-O { [%eval 0.89] } 15... Be6 { [%eval 1.03] } 16. Nd4?! { [%eval 0.2] } 16... Kf6 { [%eval 0.63] } 17. Nxe6 { [%eval 0.63] } 17... fxe6 { [%eval 0.72] } 18. Rfe1 { [%eval 0.6] } 18... Rhd8 { [%eval 0.62] } 19. Bd7 { [%eval 0.67] } 19... e5 { [%eval 0.63] } 20. c3 { [%eval 0.63] } 20... Rb7 { [%eval 0.67] } 21. Bb5 { [%eval 0.63] } 21... Rbb8 { [%eval 0.65] } 22. Kf1 { [%eval 0.66] } 22... e4 { [%eval 0.73] } 23. Ke2 { [%eval 0.8] } 23... Ke5 { [%eval 0.81] } 24. f3 { [%eval 0.62] } 24... Rg8 { [%eval 0.96] } 25. g3 { [%eval 1.0] } 25... Rbd8 { [%eval 1.33] } 26. b4 { [%eval 1.18] } 26... Be7 { [%eval 1.46] } 27. Bd7 { [%eval 1.37] } 27... h5?! { [%eval 2.03] } 28. f4+ { [%eval 2.03] } 28... Kf6 { [%eval 2.02] } 29. Rd5 { [%eval 1.92] } 29... Kg7 { [%eval 2.0] } 30. Red1 { [%eval 1.93] } 1-0,2668.5
 Blitz ,jitanu76,Morkva,0-1,2016.07.22,12:01:09,2743,2566,-17.0,16.0,D20,"Queen's Gambit Accepted: Central Variation, Greco Variation",180+1,Normal,1. d4 { [%eval 0.4] } 1... d5 { [%eval 0.32] } 2. c4 { [%eval 0.18] } 2... dxc4 { [%eval 0.63] } 3. e4?! { [%eval 0.04] } 3... b5?! { [%eval 0.66] } 4. a4 { [%eval 0.62] } 4... c6 { [%eval 0.56] } 5. axb5 { [%eval 0.41] } 5... cxb5 { [%eval 0.47] } 6. Nc3 { [%eval 0.48] } 6... a6 { [%eval 0.78] } 7. Nxb5 { [%eval 0.87] } 7... axb5 { [%eval 0.57] } 8. Rxa8 { [%eval 0.6] } 8... Bb7 { [%eval 0.77] } 9. Ra1 { [%eval 0.31] } 9... e6 { [%eval 0.54] } 10. Nf3 { [%eval 0.12] } 10... Nf6 { [%eval 0.16] } 11. Be2 { [%eval 0.02] } 11... Nxe4 { [%eval 0.1] } 12. O-O { [%eval 0.0] } 12... Be7?! { [%eval 0.66] } 13. b3 { [%eval 0.81] } 13... Nc3 { [%eval 0.89] } 14. Qc2 { [%eval 0.74] } 14... Nxe2+ { [%eval 0.7] } 15. Qxe2 { [%eval 0.99] } 15... O-O { [%eval 1.13] } 16. bxc4 { [%eval 1.11] } 16... bxc4 { [%eval 1.16] } 17. Qxc4 { [%eval 0.98] } 17... Bxf3 { [%eval 1.11] } 18. gxf3 { [%eval 0.91] } 18... Nd7 { [%eval 1.19] } 19. Be3?! { [%eval 0.39] } 19... Nb6 { [%eval 0.67] } 20. Qc6 { [%eval 0.64] } 20... Nd5 { [%eval 0.66] } 21. Ra7 { [%eval 0.34] } 21... Bg5 { [%eval 0.35] } 22. Qc1 { [%eval 0.34] } 22... Be7 { [%eval 0.31] } 23. Kh1 { [%eval 0.08] } 23... Bd6 { [%eval 0.08] } 24. Rg1 { [%eval 0.06] } 24... Bxh2 { [%eval 0.06] } 25. Kxh2 { [%eval 0.1] } 25... Qb8+ { [%eval 0.1] } 26. Kh1 { [%eval 0.0] } 26... Qxa7 { [%eval 0.28] } 27. Bh6 { [%eval 0.3] } 27... g6 { [%eval 0.48] } 28. Bxf8 { [%eval 0.48] } 28... Kxf8 { [%eval 0.48] } 29. Qc5+ { [%eval 0.48] } 29... Qe7 { [%eval 0.48] } 30. Rb1?! { [%eval -0.06] } 30... Kg7 { [%eval -0.12] } 31. Qxe7 { [%eval 0.0] } 31... Nxe7 { [%eval 0.0] } 32. Rb7 { [%eval -0.17] } 32... Nd5 { [%eval -0.17] } 33. Kg2 { [%eval -0.17] } 33... Kf6 { [%eval -0.17] } 34. Kg3 { [%eval -0.17] } 34... h6?! { [%eval 0.48] } 35. f4 { [%eval 0.48] } 35... Ne7 { [%eval 0.48] } 36. Kf3 { [%eval 0.48] } 36... Nf5 { [%eval 0.48] } 37. Ke4?? { [%eval -50.37] } 37... Nd6+ { [%eval -9.87] } 0-1,2654.5
 Blitz ,hiimgosu,bigsotos2420,1-0,2016.07.22,20:37:05,2760,2610,8.0,-7.0,D02,Queen's Pawn Game: London System,180+0,Normal,1. d4 d5 2. Nf3 Nf6 3. Bf4 c5 4. c3 Nc6 5. e3 Qb6 6. Qb3 c4 7. Qc2 Bf5 8. Qc1 e6 9. Nh4 Bg4 10. h3 Bh5 11. g4 Bg6 12. Nd2 Be7 13. Nxg6 hxg6 14. Bg2 Qd8 15. b3 b5 16. a4 a6 17. axb5 axb5 18. bxc4 bxc4 19. Nxc4 Rxa1 20. Qxa1 O-O 21. Nd2 Nd7 22. O-O g5 23. Bg3 Nb6 24. c4 Bb4 25. cxd5 Nxd5 26. Nf3 Bc3 27. Qb1 Ncb4 28. Rc1 Qb6 29. Qb3 Rc8 30. Nxg5 Nd3 31. Qxb6 Nxb6 32. Rb1 Nc4 33. Ne4 Bb2 34. Bf1 Na3 35. Rd1 Nb4 36. Nc5 Nac2 37. Rb1 Bc3 38. Nd3 Nxd3 39. Bxd3 Nb4 40. Be2 g6 41. Bd6 Nd5 42. e4 Nf6 43. e5 Ne4 44. Rc1 Bxd4 45. Rxc8+ 1-0,2685.0
 Blitz ,bigsotos2420,hiimgosu,1-0,2016.07.22,20:42:47,2603,2768,16.0,-20.0,A04,Zukertort Opening: Queenside Fianchetto Variation,180+0,Normal,1. Nf3 { [%eval 0.19] } 1... b6 { [%eval 0.43] } 2. g3 { [%eval 0.1] } 2... Bb7 { [%eval 0.1] } 3. Bg2 { [%eval 0.01] } 3... Nf6 { [%eval 0.05] } 4. O-O { [%eval 0.07] } 4... c5 { [%eval 0.23] } 5. b3 { [%eval 0.05] } 5... e6 { [%eval 0.07] } 6. Bb2 { [%eval -0.06] } 6... Be7 { [%eval 0.1] } 7. c4 { [%eval 0.03] } 7... O-O { [%eval 0.04] } 8. e3 { [%eval -0.09] } 8... d6 { [%eval 0.18] } 9. d3 { [%eval 0.03] } 9... Nbd7 { [%eval 0.06] } 10. Nbd2 { [%eval 0.0] } 10... Re8 { [%eval 0.03] } 11. Rc1 { [%eval -0.01] } 11... Bf8 { [%eval 0.17] } 12. Qc2 { [%eval 0.1] } 12... Rc8 { [%eval 0.14] } 13. Qb1 { [%eval 0.0] } 13... Qc7 { [%eval 0.0] } 14. Ne1 { [%eval -0.08] } 14... Bxg2 { [%eval 0.09] } 15. Nxg2 { [%eval 0.07] } 15... Qb7 { [%eval 0.09] } 16. Qa1 { [%eval -0.08] } 16... a6 { [%eval 0.17] } 17. h3 { [%eval -0.2] } 17... b5 { [%eval 0.01] } 18. Kh2 { [%eval -0.4] } 18... Rb8 { [%eval -0.41] } 19. Nf4 { [%eval -0.36] } 19... d5 { [%eval -0.41] } 20. cxd5 { [%eval -0.43] } 20... exd5 { [%eval -0.5] } 21. Nf3 { [%eval -0.6] } 21... Bd6 { [%eval -0.24] } 22. Nh4 { [%eval -0.34] } 22... d4 { [%eval -0.41] } 23. Nf5? { [%eval -1.55] } 23... Bxf4 { [%eval -1.37] } 24. gxf4 { [%eval -1.82] } 24... Qd5 { [%eval -1.81] } 25. e4 { [%eval -1.86] } 25... Nxe4 { [%eval -1.79] } 26. dxe4 { [%eval -1.87] } 26... Qxe4? { [%eval -0.37] } 27. Ng3 { [%eval -0.55] } 27... Qxf4 { [%eval -0.75] } 28. Rce1? { [%eval -2.64] } 28... Qf3? { [%eval 0.35] } 29. b4 { [%eval 0.39] } 29... Ne5 { [%eval 0.68] } 30. bxc5 { [%eval 0.74] } 30... Qf4 { [%eval 0.86] } 31. Rxe5 { [%eval 0.81] } 31... Rxe5 { [%eval 1.0] } 32. Bxd4 { [%eval 0.68] } 32... Rg5? { [%eval 3.42] } 33. Be3 { [%eval 3.48] } 33... Qe5?! { [%eval 4.15] } 34. Bxg5?! { [%eval 3.49] } 34... Qxg5 { [%eval 3.48] } 35. Qc3 { [%eval 3.37] } 35... Rc8 { [%eval 3.33] } 36. c6 { [%eval 3.43] } 36... h5 { [%eval 3.27] } 37. Qe3? { [%eval 1.16] } 37... Qxe3 { [%eval 1.2] } 38. fxe3 { [%eval 1.11] } 38... Rxc6 { [%eval 1.16] } 39. Rf2 { [%eval 1.13] } 39... g6 { [%eval 1.17] } 40. Kg2 { [%eval 1.16] } 40... Rc3 { [%eval 1.25] } 41. Kf3 { [%eval 1.25] } 41... f5?! { [%eval 1.98] } 42. Ne2 { [%eval 1.98] } 42... Ra3 { [%eval 2.22] } 43. h4? { [%eval 0.31] } 43... Rxa2 { [%eval 0.46] } 44. Rg2 { [%eval 0.25] } 44... Kf7 { [%eval 0.46] } 45. Rg1 { [%eval 0.39] } 45... Ra4 { [%eval 0.82] } 46. Nf4 { [%eval 0.68] } 46... b4? { [%eval 1.74] } 47. Rxg6 { [%eval 1.78] } 47... Ra5? { [%eval 3.54] } 48. Rb6 { [%eval 3.42] } 48... Rb5?? { [%eval 52.04] } 49. Rxb5 { [%eval 51.42] } 49... axb5 { [%eval 50.07] } 50. Ke2 { [%eval 48.72] } 50... b3 { [%eval 49.91] } 51. Kd3?? { [%eval 5.09] } 51... Kf6?? { [%eval 53.12] } 52. Nxh5+ { [%eval 120.66] } 52... Ke5 { [%eval 62.84] } 53. Nf4 { [%eval 48.98] } 53... b4 { [%eval 75.37] } 54. h5 { [%eval 107.05] } 54... Kf6 { [%eval 121.28] } 55. Kd2 { [%eval 61.93] } 55... Ke5 { [%eval 61.89] } 56. Kc1 { [%eval 53.2] } 56... Ke4?! { [%eval #36] } 57. h6 { [%eval #59] } 57... Kxe3 { [%eval 49.15] } 58. h7 { [%eval 49.1] } 58... Kxf4 { [%eval 49.03] } 59. h8=Q { [%eval 49.03] } 59... Ke3?! { [%eval #10] } 60. Qe5+ { [%eval #9] } 60... Kd3 { [%eval #9] } 61. Qxf5+ { [%eval #8] } 61... Kc3 { [%eval #7] } 62. Qc5+ { [%eval #9] } 62... Kd3 { [%eval #9] } 63. Qxb4 { [%eval #8] } 63... b2+ { [%eval #7] } 64. Qxb2 { [%eval #8] } 64... Ke3 { [%eval #6] } 65. Qd2+ { [%eval #7] } 65... Ke4 { [%eval #7] } 66. Qc3 { [%eval #9] } 66... Kf4 { [%eval #8] } 67. Qd3 { [%eval #8] } 67... Ke5 { [%eval #8] } 68. Qc4 { [%eval #9] } 68... Kf5 { [%eval #9] } 69. Qd4 { [%eval #8] } 69... Ke6 { [%eval #9] } 70. Qc5 { [%eval #8] } 70... Kd7 { [%eval #9] } 71. Qb6 { [%eval #8] } 71... Ke7 { [%eval #8] } 72. Qc6 { [%eval #7] } 72... Kf7 { [%eval #7] } 73. Kd2 { [%eval #6] } 73... Kg7 { [%eval #6] } 74. Ke3 { [%eval #5] } 74... Kf7 { [%eval #5] } 75. Kf4 { [%eval #4] } 75... Ke7 { [%eval #4] } 76. Ke5?! { [%eval #4] } 76... Kd8 { [%eval #3] } 77. Qb7 { [%eval #2] } 77... Ke8 { [%eval #2] } 78. Kd6?! { [%eval #2] } 78... Kd8 { [%eval #1] } 79. Qb8# 1-0,2685.5
 Bullet tournament ,ok1975,gnejs,0-1,2016.07.22,21:15:18,2551,2834,-5.0,5.0,A00,Hungarian Opening: Reversed Alekhine,30+0,Normal,1. Nf3 e5 2. g3 e4 3. Bg2 exf3 4. Bxf3 Nf6 5. O-O Be7 6. d4 h5 7. e4 h4 8. e5 hxg3 9. fxg3 Ng8 10. d5 d6 11. e6 Nf6 12. exf7+ Kxf7 13. Bh5+ Kg8 14. Bg6 Nbd7 15. Qe2 Ne5 16. Bf5 Bxf5 17. Rxf5 Qd7 18. Rxe5 dxe5 19. c3 Bc5+ 20. Be3 Qxd5 21. Nd2 Rd8 22. Rf1 Qxd2 23. Qxd2 Rxd2 24. Bxc5 Rhxh2 25. Bxa7 Rdg2# 0-1,2692.5
